28,20,0,13.4,5,88,19,26,26,24,16,27,76,0,1007,28,10,73,13
28,20,0,13.4,5,96,19,25,25,24,13,43,75,0.3,1007,28,8,69,10
29,19,0,13.4,7,100,18,25,25,24,10,38,69,0.3,1006,29,10,95,8
31,19,0,14.1,7,89,18,28,28,27,12,21,61,0,1008,31,10,187,9
34,22,0,14.1,7,82,18,29,29,28,13,20,55,0,1008,34,10,162,9
29,23,0,12.2,6,74,18,27,27,26,17,53,65,0,1007,29,10,121,13
26,22,0,9.1,5,67,21,26,26,24,25,92,86,0,1003,26,10,116,19
26,21,0,9.1,5,59,22,27,27,24,12,87,86,0.1,1002,26,8,220,9
26,20,0,12.3,5,52,19,25,25,23,12,51,79,0.1,1006,26,10,76,9
27,21,0,14.5,7,44,20,26,26,24,20,35,79,0,1005,27,10,126,16
27,22,0,9.1,6,36,23,27,27,25,14,93,90,3.5,1003,27,7,133,10
23,22,0,10.2,5,29,22,25,25,23,17,93,95,10,1004,23,7,39,11
24,21,0,13.4,5,21,20,25,25,23,11,51,86,0.4,1008,24,8,85,8
23,20,0,12.3,5,14,20,24,24,22,11,51,86,0,1008,23,9,135,8
28,20,0,14.5,7,6,21,26,26,24,14,20,80,0,1007,28,9,165,10
24,21,0,9.1,5,0,20,25,25,22,16,89,89,0,1007,24,10,127,11
25,21,0,9.1,5,0,22,25,25,23,11,100,94,0.5,1005,25,5,73,8
24,20,0,10.1,5,0,21,25,25,23,10,82,92,2.7,1006,24,7,48,7
29,19,0,13.4,6,1,21,26,26,24,10,44,81,0,1007,29,8,204,7
30,21,0,13.4,6,9,20,28,28,26,12,46,73,0,1008,30,10,181,9
24,20,0,13.4,5,16,19,25,25,23,14,54,81,0.2,1010,24,10,169,10
26,21,0,10.1,5,23,21,26,26,23,15,94,89,1,1010,26,10,123,11
29,23,0,10.1,6,30,23,29,29,25,16,79,87,0.4,1003,29,8,235,11
30,21,0,14.5,7,37,22,28,28,26,14,24,79,0,1004,30,9,235,10
28,21,0,11.2,5,45,21,26,26,24,21,62,83,0.4,1007,28,10,101,15
27,22,0,12.3,6,52,24,29,29,25,26,65,93,3.6,1004,27,9,165,16
28,21,0,13.4,6,59,22,28,28,25,19,52,84,9.6,1005,28,9,291,13
29,21,0,13.4,6,66,22,28,28,25,12,40,85,0,1005,29,7,176,8
29,22,0,11.2,6,74,23,29,29,26,19,49,86,0.1,1002,29,7,48,14
31,24,0,12.3,6,81,23,31,31,27,26,48,81,0.3,1000,31,9,342,19
33,23,0,13.4,7,88,25,35,35,29,9,27,77,0,1003,33,8,222,6
31,24,0,14.4,6,96,25,35,35,29,12,29,83,6.8,1003,31,9,179,8
34,26,0,13.4,7,100,26,37,37,29,8,46,84,4.6,1003,34,9,187,5
25,22,0,8.8,5,90,23,27,27,24,13,94,94,3.3,1006,25,7,232,10
29,21,0,14,6,83,23,29,29,26,10,49,88,0.2,1008,29,6,157,7
24,22,0,8.5,5,75,23,27,27,24,10,94,96,18.6,1009,24,4,107,6
30,23,0,13.3,6,68,25,32,32,27,10,60,90,0,1009,30,7,136,7
31,24,0,13.3,6,61,25,32,32,27,19,43,90,0,1009,31,9,156,13
31,25,0,13.3,6,54,25,33,33,27,23,58,89,0,1010,31,9,147,15
30,25,0,13.6,6,46,26,33,33,28,19,40,89,0.4,1010,30,9,148,13
33,25,0,13.5,6,39,26,36,36,29,17,12,85,0,1009,33,8,137,12
32,25,0,13.5,7,32,26,35,35,29,20,32,87,0,1007,32,8,141,14
32,25,0,13.5,7,24,26,35,35,29,23,9,84,0,1005,32,10,146,16
31,27,0,12.1,6,17,26,36,36,29,24,41,86,0,1004,31,9,131,17
31,26,0,12.1,6,10,26,34,34,28,36,56,86,0,1000,31,10,132,25
29,26,0,10.9,6,3,25,32,32,27,29,73,88,1.3,1002,29,9,186,17
31,25,0,13.5,6,0,26,34,34,28,14,32,87,1.5,1010,31,7,54,10
31,24,0,13.5,6,0,26,33,33,28,11,54,89,7.9,1009,31,7,156,8
31,23,0,13.4,6,4,25,33,33,28,10,39,87,5.1,1007,31,7,150,7
32,25,0,13.4,7,12,26,35,35,29,17,11,82,0,1007,32,10,140,12
32,26,0,13.4,6,19,26,35,35,29,21,12,85,0,1006,32,8,130,15
31,26,0,13.4,7,23,25,34,34,28,21,50,84,0.3,1004,31,9,70,15
27,24,0,8.4,6,33,24,29,29,25,35,94,94,12.8,998,27,9,147,22
28,23,0,10.8,6,41,24,29,29,25,35,80,93,1.9,996,28,10,295,22
33,24,0,13.4,6,48,25,35,35,29,20,24,83,4.4,1001,33,9,245,13
34,25,0,13.3,8,55,26,38,38,30,14,11,80,0,1003,34,10,157,9
33,26,0,13.3,7,63,27,38,38,30,17,10,85,0,1004,33,7,135,12
32,26,0,13.3,7,70,27,37,37,30,18,14,85,0.1,1003,32,8,146,13
31,26,0,13.3,6,77,26,35,35,29,18,32,85,0,1002,31,8,130,13
29,25,0,12,6,84,25,32,32,27,12,65,91,5.4,1003,29,9,87,8
30,24,0,10.8,6,92,25,32,32,27,6,79,89,0.4,1004,30,6,114,4
29,23,0,9.5,6,99,24,29,29,26,15,75,89,0,1004,29,8,273,11
29,22,0,13.2,7,100,22,29,29,26,13,32,80,0,1005,29,10,62,9
26,24,0,10.8,6,87,22,28,28,25,14,67,81,0,1006,26,10,84,9
30,24,0,13.2,7,79,23,31,31,27,17,49,79,0,1005,30,10,106,13
29,22,0,8.2,6,72,25,30,30,26,16,75,91,0.6,1006,29,6,182,10
27,22,0,12,6,65,22,28,28,25,11,59,86,0,1010,27,7,192,7
28,22,0,8.2,6,57,23,28,28,25,15,73,87,0.2,1010,28,8,90,10
25,21,0,8.2,5,50,23,27,27,24,19,95,94,4.8,1007,25,7,239,12
26,21,0,8.2,5,43,22,26,26,23,11,93,95,15.2,1011,26,4,228,8
22,21,0,8.2,5,36,22,22,25,22,14,92,96,27,1011,22,3,30,9
23,21,0,10.7,5,28,21,22,25,22,17,62,96,11.6,1010,23,6,135,11
28,19,0,13.1,6,21,23,27,27,25,11,42,88,0.2,1011,28,7,193,7
29,23,0,13.1,6,14,24,31,31,27,15,26,89,0,1010,29,8,127,11
31,23,0,13,7,7,25,33,33,28,9,38,85,0.1,1008,31,8,160,5
32,26,0,12,6,0,26,35,35,29,16,49,84,6.5,1006,32,10,195,9
29,23,0,12,6,0,23,30,30,26,15,59,85,0.2,1010,29,10,205,10
28,22,0,11.9,6,1,22,28,28,25,12,58,83,0,1014,28,8,74,8
24,21,0,8.1,5,8,21,25,25,23,21,92,90,3.7,1014,24,9,91,13
30,22,0,13,6,15,24,31,31,26,7,52,89,1.3,1014,30,6,105,5
27,22,0,9.4,6,22,24,29,29,25,8,63,91,7.2,1013,27,7,107,5
28,21,0,12.9,6,30,22,28,28,25,12,58,88,0.4,1013,28,6,148,8
28,22,0,10.6,6,33,23,28,28,25,16,66,88,0,1010,28,8,107,10
30,24,0,12.9,6,46,24,31,31,27,17,65,88,2.4,1009,30,8,262,11
31,23,0,12.9,7,53,25,32,32,27,14,56,88,0.1,1008,31,8,241,9
25,21,0,11.9,5,61,22,26,26,23,16,58,94,5.5,1009,25,7,281,11
28,19,0,11.9,6,68,21,26,26,24,13,50,84,0.2,1010,28,9,223,9
28,21,0,12.8,7,76,22,28,28,25,14,25,84,0,1011,28,10,113,10
29,23,0,12.8,7,84,23,29,29,26,14,35,86,0,1010,29,8,73,10
29,22,0,12.8,6,91,23,29,29,26,11,46,88,0.3,1009,29,6,78,8
28,21,0,11.9,6,99,22,27,27,25,11,47,82,0,1008,28,8,88,8
28,23,0,10.6,6,100,22,28,28,25,14,60,84,0.4,1009,28,8,95,9
27,23,0,10.6,6,86,22,27,27,25,16,53,84,0,1011,27,10,69,11
27,22,0,12.7,6,79,19,26,26,24,17,47,73,0,1012,27,10,84,11
26,22,0,7.9,5,71,22,27,27,24,19,90,89,7.1,1009,26,9,144,12
27,22,0,11.9,6,64,21,28,28,25,17,64,81,9,1013,27,9,120,12
27,22,0,9.2,5,56,21,27,27,24,21,69,82,0.9,1013,27,10,81,14
27,22,0,11.9,5,48,20,26,26,24,19,46,80,0,1014,27,10,67,13
26,21,0,6.1,5,41,20,26,26,24,19,58,79,0,1015,26,10,78,12
27,22,0,7.5,5,33,20,27,27,24,18,63,79,0,1016,27,10,76,12
22,19,0,6.1,5,26,19,21,23,21,20,95,87,0.2,1016,22,9,47,13
19,18,0,6.1,4,18,18,19,19,19,15,82,96,7,1013,19,5,298,10
25,17,0,11.6,5,11,19,22,22,21,16,54,87,0.8,1012,25,7,160,10
25,20,0,10.2,5,3,19,25,25,23,28,54,79,0.2,1013,25,10,53,18
24,22,0,7.4,5,0,20,25,25,23,45,78,87,8.1,1011,24,9,51,27
25,22,0,6,5,0,23,26,26,24,35,100,96,4.7,1005,25,9,152,23
26,20,0,6,5,0,21,25,25,23,23,67,88,0.1,1012,26,10,197,16
26,19,0,11.6,6,4,20,25,25,23,12,17,82,0,1015,26,10,53,8
27,20,0,8.8,5,12,21,25,25,24,14,42,86,0.2,1014,27,9,120,10
27,21,0,10.2,5,19,22,27,27,24,16,35,87,0.3,1015,27,9,120,11
27,22,0,11.6,7,27,22,27,27,25,23,17,84,0,1013,27,10,126,16
29,22,0,11.6,6,34,23,29,29,25,22,44,87,6.9,1011,29,10,263,14
22,17,0,6,5,42,18,21,22,21,27,86,85,0.1,1018,22,10,137,19
24,16,0,11.6,6,48,17,20,21,20,11,18,81,0,1017,24,9,170,7
26,16,0,10.2,5,55,18,23,23,22,12,39,79,0,1013,26,10,232,7
24,16,0,11.6,6,62,17,22,24,22,19,10,76,0,1015,24,10,15,15
24,15,0,11.6,6,69,16,21,22,21,18,2,75,0,1017,24,10,104,14
25,17,0,11.6,6,77,17,22,22,21,23,10,77,0,1019,25,10,266,16
23,16,0,11.6,6,84,15,20,21,20,21,9,73,0,1022,23,10,221,16
23,15,0,8.8,5,91,14,20,20,20,17,30,72,0.1,1021,23,10,125,12
23,15,0,7.3,5,99,16,20,21,20,17,37,77,0.1,1020,23,10,52,12
23,16,0,11.6,6,100,17,20,21,20,18,35,80,0.1,1018,23,10,46,12
24,18,0,8.7,5,87,17,21,22,21,23,41,80,0,1017,24,10,30,16
25,18,0,7.3,5,80,19,23,23,22,26,58,82,0.3,1018,25,10,28,18
24,19,0,11.6,5,72,16,21,22,21,37,52,72,0,1015,24,10,261,26
20,14,0,10.2,4,65,10,17,17,17,35,31,63,0.1,1019,20,10,323,24
19,11,0,11.6,5,58,6,16,17,16,19,0,51,0,1021,19,10,323,14
21,10,0,11.6,5,51,8,18,18,18,11,5,53,0,1021,21,10,277,8
24,12,0,11.6,5,43,11,19,19,19,15,38,61,0,1023,24,10,126,9
23,17,0,10.2,5,36,12,20,21,20,15,44,60,0,1022,23,10,108,10
23,17,0,11.6,6,29,15,21,21,21,19,10,69,0,1021,23,10,116,13
25,19,0,11.6,6,21,18,23,23,22,26,13,78,0,1018,25,10,150,18
28,19,0,11.2,6,14,20,26,26,24,17,5,77,0,1014,28,10,178,12
28,18,0,8.7,5,7,19,24,24,23,24,36,78,0,1015,28,10,272,18
23,15,0,8.7,5,0,15,20,20,20,20,26,75,0,1022,23,10,220,16
23,13,0,8.7,5,0,15,21,22,21,11,5,70,0,1021,23,10,89,9
23,16,0,8.7,6,0,16,22,23,22,15,0,70,0,1019,23,10,146,12
24,17,0,8.7,6,7,16,22,23,22,16,2,70,0,1018,24,10,143,13
21,15,0,8.7,4,22,14,19,20,19,22,32,76,0.3,1024,21,10,23,16
21,14,0,8.7,5,29,13,18,19,18,17,24,70,0,1024,21,10,67,12
20,18,0,4.1,4,36,16,19,19,19,22,75,79,0,1022,20,10,114,14
21,19,0,5.7,4,44,18,20,20,20,10,83,89,2.2,1018,21,9,210,7
23,17,0,4.1,5,48,19,20,21,20,13,89,92,11.7,1016,23,7,278,9
21,16,0,4.1,4,60,16,19,19,19,17,70,85,0,1017,21,10,313,13
19,12,0,8.7,5,68,9,16,16,16,29,31,63,0,1021,19,10,326,20
17,9,0,8.7,4,76,5,14,14,14,17,3,54,0,1024,17,10,218,13
19,9,0,8.7,5,83,10,17,18,17,11,1,63,0,1022,19,10,100,8
21,13,0,8.7,5,91,13,19,19,19,14,20,69,0,1019,21,10,142,11
21,15,0,8.7,4,98,12,18,19,18,16,40,69,0.2,1023,21,10,216,12
18,14,0,5.6,4,100,11,16,16,16,23,51,71,0,1026,18,10,38,16
15,13,0,4.1,3,87,11,13,14,13,24,95,84,1.1,1025,15,7,18,16
17,13,0,5.6,4,79,11,15,15,15,20,63,77,0.2,1025,17,10,66,14
18,13,0,8.7,5,72,10,15,15,15,16,41,72,0,1023,18,10,32,11
19,13,0,7.1,4,64,10,17,17,17,8,42,64,0,1020,19,10,187,6
19,13,0,8.7,5,57,7,15,16,15,20,9,58,0,1023,19,10,241,15
14,9,0,8.7,4,49,1,12,13,12,15,17,43,0,1027,14,10,266,11
16,7,0,8.7,4,41,2,16,16,16,9,0,40,0,1027,16,10,70,7
17,11,0,7.1,4,34,9,15,16,15,16,46,64,1.8,1027,17,10,105,12
17,14,0,7.1,4,26,11,15,15,15,14,63,76,1.3,1026,17,10,198,11
15,10,0,8.7,4,19,5,11,13,11,23,9,62,0,1029,15,10,302,17
15,9,0,8.7,4,11,6,12,13,12,18,8,65,0,1030,15,10,139,14
16,10,0,8.7,3,4,8,13,14,13,18,40,70,0,1026,16,10,85,12
18,13,0,8.7,5,0,11,16,16,16,20,18,72,0,1023,18,10,141,13
21,15,0,8.7,5,0,14,19,20,19,17,7,74,0,1020,21,10,157,12
22,14,0,8.7,4,0,16,19,19,19,7,22,82,1,1021,22,8,165,5
22,17,0,5.5,4,4,17,19,19,19,24,42,87,0.8,1019,22,10,134,16
20,14,0,3.8,4,11,15,17,18,17,24,70,87,0,1016,20,9,178,17
13,12,0,3.8,3,19,10,12,13,12,21,89,83,5.9,1018,13,10,137,15
16,10,0,8.7,4,26,10,15,16,15,12,7,71,0,1020,16,10,208,9
19,13,0,7.1,4,34,13,16,17,16,32,24,78,0,1018,19,10,141,20
16,13,0,8.7,3,41,11,14,15,14,22,41,77,0,1019,16,10,228,16
17,13,0,3.8,4,49,14,16,16,16,26,86,86,0.3,1018,17,10,105,17
16,11,0,3.8,3,56,12,14,15,14,34,77,83,1.8,1016,16,10,301,24
9,2,0,8.7,3,62,-3,3,7,3,34,15,52,0,1027,9,10,329,25
